"comparison","Category","Subcategory","Enrichment","Q_value","Observed","miRNAs_with_rank"
"EDAD_cont_10y","KEGG (miRPathDB)","Toxoplasmosis","enriched",0.0031434,29,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-148a-3p (#107, logFC=0.292); hsa-miR-30a-5p (#285, logFC=0.196); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-497-5p (#588, logFC=0.124); hsa-miR-196b-5p (#347, logFC=0.183); hsa-miR-708-5p (#776, logFC=0.093); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-15a-5p (#1138, logFC=0.047); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-7-5p (#1180, logFC=0.041); hsa-miR-124-3p (#1556, logFC=0.001); hsa-miR-132-3p (#1376, logFC=-0.018); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-146b-5p (#1101, logFC=-0.051); hsa-miR-146a-5p (#1010, logFC=-0.063); hsa-miR-30d-5p (#1043, logFC=-0.059); hsa-miR-181a-5p (#432, logFC=-0.156); hsa-miR-15b-5p (#83, logFC=-0.319); hsa-miR-17-5p (#2, logFC=-0.895)"
"EDAD_cont_10y","KEGG (miRPathDB)","Estrogen signaling pathway","enriched",0.0035912,29,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-196b-5p (#347, logFC=0.183); hsa-miR-204-5p (#411, logFC=0.160); hsa-miR-708-5p (#776, logFC=0.093); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-15a-5p (#1138, logFC=0.047); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-7-5p (#1180, logFC=0.041); hsa-miR-124-3p (#1556, logFC=0.001); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-139-5p (#1340, logFC=-0.022); hsa-miR-128-3p (#1324, logFC=-0.024); hsa-miR-132-3p (#1376, logFC=-0.018); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-152-3p (#1170, logFC=-0.042); hsa-miR-365a-3p (#1026, logFC=-0.061); hsa-miR-181a-5p (#432, logFC=-0.156); hsa-miR-219b-5p (#27, logFC=-0.417); hsa-miR-148b-3p (#187, logFC=-0.239); hsa-miR-23b-3p (#170, logFC=-0.244)"
"EDAD_cont_10y","KEGG (miRPathDB)","Prolactin signaling pathway","enriched",0.0039497,38,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-27a-3p (#300, logFC=0.191); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-424-5p (#228, logFC=0.221); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-497-5p (#588, logFC=0.124); hsa-miR-196b-5p (#347, logFC=0.183); hsa-miR-708-5p (#776, logFC=0.093); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-195-5p (#1118, logFC=0.049); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-23a-3p (#1354, logFC=0.020); hsa-miR-7-5p (#1180, logFC=0.041); hsa-miR-124-3p (#1556, logFC=0.001); hsa-miR-26a-5p (#1434, logFC=-0.013); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-139-5p (#1340, logFC=-0.022); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-30c-5p (#1339, logFC=-0.022); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-152-3p (#1170, logFC=-0.042); hsa-miR-146a-5p (#1010, logFC=-0.063); hsa-miR-365a-3p (#1026, logFC=-0.061); hsa-let-7a-5p (#412, logFC=-0.160); hsa-miR-181a-5p (#432, logFC=-0.156); hsa-miR-340-5p (#133, logFC=-0.271); hsa-miR-23b-3p (#170, logFC=-0.244); hsa-miR-15b-5p (#83, logFC=-0.319); hsa-miR-19b-3p (#13, logFC=-0.474)"
"EDAD_cont_10y","KEGG (miRPathDB)","Adipocytokine signaling pathway","enriched",0.0041014,10,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-196b-5p (#347, logFC=0.183); hsa-miR-708-5p (#776, logFC=0.093); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-23a-3p (#1354, logFC=0.020); hsa-miR-29b-3p (#1169, logFC=-0.042)"
"EDAD_cont_10y","KEGG (miRPathDB)","Fc gamma R-mediated phagocytosis","enriched",0.0042529,17,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-424-5p (#228, logFC=0.221); hsa-miR-497-5p (#588, logFC=0.124); hsa-miR-708-5p (#776, logFC=0.093); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-195-5p (#1118, logFC=0.049); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-7-5p (#1180, logFC=0.041); hsa-miR-132-3p (#1376, logFC=-0.018); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-98-5p (#940, logFC=-0.072); hsa-miR-15b-5p (#83, logFC=-0.319)"
"EDAD_cont_10y","KEGG (miRPathDB)","Tuberculosis","enriched",0.0043454,19,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-196b-5p (#347, logFC=0.183); hsa-miR-204-5p (#411, logFC=0.160); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-7-5p (#1180, logFC=0.041); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-146b-5p (#1101, logFC=-0.051); hsa-miR-185-5p (#1073, logFC=-0.056); hsa-miR-146a-5p (#1010, logFC=-0.063); hsa-miR-574-3p (#306, logFC=-0.190)"
"EDAD_cont_10y","KEGG (miRPathDB)","Progesterone-mediated oocyte maturation","enriched",0.0045773,22,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-497-5p (#588, logFC=0.124); hsa-miR-196b-5p (#347, logFC=0.183); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-7-5p (#1180, logFC=0.041); hsa-miR-124-3p (#1556, logFC=0.001); hsa-miR-139-5p (#1340, logFC=-0.022); hsa-miR-132-3p (#1376, logFC=-0.018); hsa-miR-193b-3p (#1347, logFC=-0.021); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-152-3p (#1170, logFC=-0.042); hsa-miR-365a-3p (#1026, logFC=-0.061); hsa-miR-23b-3p (#170, logFC=-0.244)"
"EDAD_cont_10y","Reactome (miRPathDB)","Activation of BH3-only proteins","enriched",0.000539226783333333,30,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-148a-3p (#107, logFC=0.292); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-222-3p (#463, logFC=0.147); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-497-5p (#588, logFC=0.124); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-708-5p (#776, logFC=0.093); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-30a-3p (#1070, logFC=0.056); hsa-miR-195-5p (#1118, logFC=0.049); hsa-miR-15a-5p (#1138, logFC=0.047); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-409-3p (#1211, logFC=0.038); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-193b-3p (#1347, logFC=-0.021); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-193a-5p (#591, logFC=-0.124); hsa-miR-24-3p (#1005, logFC=-0.063); hsa-miR-423-3p (#916, logFC=-0.075); hsa-miR-30e-3p (#780, logFC=-0.092); hsa-miR-660-5p (#197, logFC=-0.235); hsa-miR-330-3p (#89, logFC=-0.311)"
"EDAD_cont_10y","Reactome (miRPathDB)","Activation of BAD and translocation to mitochondria","enriched",0.0016522,20,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-497-5p (#588, logFC=0.124); hsa-miR-708-5p (#776, logFC=0.093); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-30a-3p (#1070, logFC=0.056); hsa-miR-195-5p (#1118, logFC=0.049); hsa-miR-15a-5p (#1138, logFC=0.047); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-409-3p (#1211, logFC=0.038); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-365a-3p (#1026, logFC=-0.061); hsa-miR-30e-3p (#780, logFC=-0.092); hsa-let-7e-5p (#248, logFC=-0.212); hsa-miR-15b-5p (#83, logFC=-0.319)"
"EDAD_cont_10y","Reactome (miRPathDB)","Regulation of localization of FOXO transcription factors","enriched",0.002749,13,"hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-222-3p (#463, logFC=0.147); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-708-5p (#776, logFC=0.093); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-30a-3p (#1070, logFC=0.056); hsa-miR-744-5p (#955, logFC=-0.071); hsa-miR-423-3p (#916, logFC=-0.075); hsa-miR-31-5p (#1, logFC=-0.977)"
"EDAD_cont_10y","Reactome (miRPathDB)","Estrogen-dependent nuclear events downstream of ESR-membrane signaling","enriched",0.0036132,30,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-222-3p (#463, logFC=0.147); hsa-miR-9-5p (#441, logFC=0.152); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-196b-5p (#347, logFC=0.183); hsa-miR-708-5p (#776, logFC=0.093); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-30a-3p (#1070, logFC=0.056); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-376c-3p (#1033, logFC=0.061); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-139-5p (#1340, logFC=-0.022); hsa-miR-182-5p (#857, logFC=-0.082); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-323a-3p (#1100, logFC=-0.052); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-146b-5p (#1101, logFC=-0.051); hsa-miR-152-3p (#1170, logFC=-0.042); hsa-miR-146a-5p (#1010, logFC=-0.063); hsa-miR-365a-3p (#1026, logFC=-0.061); hsa-miR-30e-3p (#780, logFC=-0.092); hsa-miR-194-5p (#363, logFC=-0.178); hsa-miR-181a-5p (#432, logFC=-0.156)"
"EDAD_cont_10y","Reactome (miRPathDB)","Extra-nuclear estrogen signaling","enriched",0.0036132,34,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-148a-3p (#107, logFC=0.292); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-30a-5p (#285, logFC=0.196); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-222-3p (#463, logFC=0.147); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-9-5p (#441, logFC=0.152); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-196b-5p (#347, logFC=0.183); hsa-miR-708-5p (#776, logFC=0.093); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-376c-3p (#1033, logFC=0.061); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-139-5p (#1340, logFC=-0.022); hsa-miR-132-3p (#1376, logFC=-0.018); hsa-miR-182-5p (#857, logFC=-0.082); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-152-3p (#1170, logFC=-0.042); hsa-miR-365a-3p (#1026, logFC=-0.061); hsa-let-7a-5p (#412, logFC=-0.160); hsa-miR-574-3p (#306, logFC=-0.190); hsa-miR-194-5p (#363, logFC=-0.178); hsa-miR-181a-5p (#432, logFC=-0.156); hsa-miR-584-5p (#37, logFC=-0.392); hsa-miR-17-5p (#2, logFC=-0.895)"
"EDAD_cont_10y","Reactome (miRPathDB)","Hemostasis","enriched",0.0045068,19,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-671-5p (#56, logFC=0.349); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-30a-3p (#1070, logFC=0.056); hsa-miR-195-5p (#1118, logFC=0.049); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-15a-5p (#1138, logFC=0.047); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-365a-3p (#1026, logFC=-0.061); hsa-miR-218-5p (#594, logFC=-0.124); hsa-miR-16-5p (#743, logFC=-0.099); hsa-miR-23b-3p (#170, logFC=-0.244); hsa-miR-15b-5p (#83, logFC=-0.319)"
"EDAD_cont_10y","Reactome (miRPathDB)","AKT phosphorylates targets in the cytosol","enriched",0.0100884,17,"hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-222-3p (#463, logFC=0.147); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-708-5p (#776, logFC=0.093); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-195-5p (#1118, logFC=0.049); hsa-miR-15a-5p (#1138, logFC=0.047); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-152-3p (#1170, logFC=-0.042); hsa-miR-185-5p (#1073, logFC=-0.056); hsa-miR-744-5p (#955, logFC=-0.071); hsa-miR-365a-3p (#1026, logFC=-0.061)"
"EDAD_cont_10y","Reactome (miRPathDB)","Costimulation by the CD28 family","enriched",0.0101103,8,"hsa-miR-424-5p (#228, logFC=0.221); hsa-miR-497-5p (#588, logFC=0.124); hsa-miR-708-5p (#776, logFC=0.093); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-195-5p (#1118, logFC=0.049); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-365a-3p (#1026, logFC=-0.061)"
"EDAD_cont_10y","Reactome (miRPathDB)","Interleukin-4 and Interleukin-13 signaling","enriched",0.0127728,52,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-148a-3p (#107, logFC=0.292); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-335-5p (#257, logFC=0.209); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-222-3p (#463, logFC=0.147); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-497-5p (#588, logFC=0.124); hsa-miR-9-5p (#441, logFC=0.152); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-708-5p (#776, logFC=0.093); hsa-miR-134-5p (#560, logFC=0.129); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-126-5p (#758, logFC=0.097); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-195-5p (#1118, logFC=0.049); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-15a-5p (#1138, logFC=0.047); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-23a-3p (#1354, logFC=0.020); hsa-miR-26a-5p (#1434, logFC=-0.013); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-139-5p (#1340, logFC=-0.022); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-30c-5p (#1339, logFC=-0.022); hsa-miR-495-3p (#1151, logFC=-0.044); hsa-miR-323a-3p (#1100, logFC=-0.052); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-152-3p (#1170, logFC=-0.042); hsa-miR-186-5p (#1159, logFC=-0.043); hsa-miR-146a-5p (#1010, logFC=-0.063); hsa-miR-365a-3p (#1026, logFC=-0.061); hsa-miR-125b-1-3p (#796, logFC=-0.088); hsa-miR-98-5p (#940, logFC=-0.072); hsa-let-7g-5p (#900, logFC=-0.077); hsa-miR-16-5p (#743, logFC=-0.099); hsa-let-7c-5p (#550, logFC=-0.131); hsa-miR-95-3p (#551, logFC=-0.131); hsa-miR-574-3p (#306, logFC=-0.190); hsa-miR-181a-5p (#432, logFC=-0.156); hsa-miR-107 (#297, logFC=-0.192); hsa-miR-199a-3p (#108, logFC=-0.292); hsa-miR-93-5p (#144, logFC=-0.264); hsa-miR-15b-5p (#83, logFC=-0.319); hsa-miR-17-5p (#2, logFC=-0.895)"
"EDAD_cont_10y","Reactome (miRPathDB)","Transcriptional regulation by the AP-2 TFAP2 family of transcription factors","enriched",0.0146275,24,"hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-134-5p (#560, logFC=0.129); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-30a-3p (#1070, logFC=0.056); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-374b-5p (#1247, logFC=0.035); hsa-miR-100-5p (#1382, logFC=0.018); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-182-5p (#857, logFC=-0.082); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-193b-3p (#1347, logFC=-0.021); hsa-miR-30c-5p (#1339, logFC=-0.022); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-146b-5p (#1101, logFC=-0.051); hsa-miR-186-5p (#1159, logFC=-0.043); hsa-miR-193a-5p (#591, logFC=-0.124); hsa-miR-331-3p (#872, logFC=-0.081); hsa-miR-30e-3p (#780, logFC=-0.092); hsa-miR-574-3p (#306, logFC=-0.190)"
"EDAD_cont_10y","Reactome (miRPathDB)","Platelet Aggregation Plug Formation","enriched",0.016091,6,"hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-376c-3p (#1033, logFC=0.061); hsa-miR-100-5p (#1382, logFC=0.018)"
"EDAD_cont_10y","Reactome (miRPathDB)","Signaling by Receptor Tyrosine Kinases","enriched",0.016091,38,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-30a-5p (#285, logFC=0.196); hsa-miR-144-5p (#180, logFC=0.242); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-195-5p (#1118, logFC=0.049); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-15a-5p (#1138, logFC=0.047); hsa-miR-376c-3p (#1033, logFC=0.061); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-124-3p (#1556, logFC=0.001); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-139-5p (#1340, logFC=-0.022); hsa-miR-132-3p (#1376, logFC=-0.018); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-152-3p (#1170, logFC=-0.042); hsa-miR-185-5p (#1073, logFC=-0.056); hsa-miR-146a-5p (#1010, logFC=-0.063); hsa-miR-744-5p (#955, logFC=-0.071); hsa-miR-365a-3p (#1026, logFC=-0.061); hsa-miR-218-5p (#594, logFC=-0.124); hsa-miR-16-5p (#743, logFC=-0.099); hsa-miR-194-5p (#363, logFC=-0.178); hsa-miR-181a-5p (#432, logFC=-0.156); hsa-miR-199a-3p (#108, logFC=-0.292); hsa-miR-15b-5p (#83, logFC=-0.319); hsa-miR-31-5p (#1, logFC=-0.977)"
"EDAD_cont_10y","Reactome (miRPathDB)","Circadian Clock","depleted",0.0207426,17,"hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-182-5p (#857, logFC=-0.082); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-30c-5p (#1339, logFC=-0.022); hsa-miR-106b-5p (#932, logFC=-0.072); hsa-miR-574-3p (#306, logFC=-0.190); hsa-let-7e-5p (#248, logFC=-0.212); hsa-miR-20b-5p (#175, logFC=-0.243); hsa-miR-130a-3p (#198, logFC=-0.235); hsa-miR-93-5p (#144, logFC=-0.264); hsa-miR-181b-5p (#214, logFC=-0.228); hsa-miR-15b-5p (#83, logFC=-0.319); hsa-miR-130b-3p (#11, logFC=-0.492); hsa-miR-92a-3p (#5, logFC=-0.652); hsa-miR-20a-5p (#3, logFC=-0.846); hsa-miR-17-5p (#2, logFC=-0.895)"
"EDAD_cont_10y","Reactome (miRPathDB)","Regulation of PTEN localization","depleted",0.0371461,9,"hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-26a-5p (#1434, logFC=-0.013); hsa-miR-454-3p (#500, logFC=-0.139); hsa-miR-20b-5p (#175, logFC=-0.243); hsa-miR-130a-3p (#198, logFC=-0.235); hsa-miR-181b-5p (#214, logFC=-0.228); hsa-miR-130b-3p (#11, logFC=-0.492); hsa-miR-20a-5p (#3, logFC=-0.846); hsa-miR-17-5p (#2, logFC=-0.895)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","reproduction","enriched",4.81183406e-05,26,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-148a-3p (#107, logFC=0.292); hsa-miR-27a-3p (#300, logFC=0.191); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-335-5p (#257, logFC=0.209); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-222-3p (#463, logFC=0.147); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-9-5p (#441, logFC=0.152); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-196b-5p (#347, logFC=0.183); hsa-miR-204-5p (#411, logFC=0.160); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-182-5p (#857, logFC=-0.082); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-152-3p (#1170, logFC=-0.042); hsa-miR-181a-5p (#432, logFC=-0.156)"
